,image,label,dataset_split
2126,2323.jpg,1,train
2127,2324.jpg,1,test
2128,2325.jpg,1,test
2129,2326.jpg,1,train
2130,2327.jpg,1,test
2131,2328.jpg,1,test
2132,2329.jpg,1,train
2133,2330.jpg,1,train
2134,2331.jpg,1,val
2135,2332.jpg,1,train
2136,2333.jpg,1,test
2137,2334.jpg,1,test
2138,2335.jpg,1,train
2139,2336.jpg,1,test
2140,2337.jpg,1,train
2141,2338.jpg,1,train
2142,2339.jpg,1,train
2143,2340.jpg,1,train
2144,2341.jpg,1,train
2145,2342.jpg,1,train
2146,2343.jpg,1,train
2147,2344.jpg,1,test
2148,2345.jpg,1,val
2149,2346.jpg,1,train
2150,2347.jpg,1,train
2151,2348.jpg,1,train
2152,2349.jpg,1,train
2153,2350.jpg,1,train
2154,2351.jpg,1,test
2155,2352.jpg,1,val
2156,2353.jpg,1,test
2157,2354.jpg,1,val
2158,2355.jpg,1,train
2159,2356.jpg,1,train
2160,2357.jpg,1,train
2161,2358.jpg,1,train
2162,2359.jpg,1,test
2163,2360.jpg,1,train
2164,2361.jpg,1,train
2165,2362.jpg,1,test
2166,2363.jpg,1,train
2167,2364.jpg,1,train
2168,2365.jpg,1,train
2169,2366.jpg,1,val
2170,2367.jpg,1,train
2171,2368.jpg,1,train
2172,2369.jpg,1,test
2173,2370.jpg,1,train
2174,2371.jpg,1,train
2175,2372.jpg,1,train
2176,2373.jpg,1,val
2177,2374.jpg,1,train
2178,2375.jpg,1,train
2179,2376.jpg,1,train
2180,2377.jpg,1,train
2181,2378.jpg,1,val
2182,2379.jpg,1,test
2183,2380.jpg,1,train
2184,2381.jpg,1,train
2185,2382.jpg,1,train
2186,2383.jpg,1,test
2187,2384.jpg,1,test
2188,2385.jpg,1,train
2189,2386.jpg,1,train
2190,2387.jpg,1,test
2191,2388.jpg,1,train
2192,2389.jpg,1,train
2193,2390.jpg,1,train
2194,2391.jpg,1,val
2195,2392.jpg,1,train
2196,2393.jpg,1,train
2197,2394.jpg,1,train
2198,2395.jpg,1,test
2199,2396.jpg,1,train
2200,2397.jpg,1,train
2201,2398.jpg,1,train
2202,2399.jpg,1,train
2203,2400.jpg,1,train
2204,2401.jpg,1,test
2205,2402.jpg,1,train
2206,2403.jpg,1,train
2207,2404.jpg,1,test
2208,2405.jpg,1,train
2209,2406.jpg,1,train
2210,2407.jpg,1,val
2211,2408.jpg,1,test
2212,2409.jpg,1,train
2213,2410.jpg,1,test
2214,2411.jpg,1,train
2215,2412.jpg,1,val
2216,2413.jpg,1,train
2217,2414.jpg,1,test
2218,2415.jpg,1,train
2219,2416.jpg,1,val
2220,2417.jpg,1,train
2221,2418.jpg,1,val
2222,2419.jpg,1,test
2223,2420.jpg,1,val
2224,2421.jpg,1,train
2225,2422.jpg,1,train
2226,2423.jpg,1,train
2227,2424.jpg,1,test
2228,2425.jpg,1,train
2229,2426.jpg,1,train
2230,2427.jpg,1,train
2231,2428.jpg,1,train
2232,2429.jpg,1,train
2233,2430.jpg,1,train
2234,2431.jpg,1,train
2235,2432.jpg,1,test
2236,2433.jpg,1,train
2237,2434.jpg,1,val
2238,2435.jpg,1,test
2239,2436.jpg,1,train
2240,2437.jpg,1,test
2241,2438.jpg,1,test
2242,2439.jpg,1,train
2243,2440.jpg,1,train
2244,2441.jpg,1,train
2245,2442.jpg,1,train
2246,2443.jpg,1,test
2247,2444.jpg,1,train
2248,2445.jpg,1,test
2249,2446.jpg,1,test
2250,2447.jpg,1,test
2251,2448.jpg,1,train
2252,2449.jpg,1,train
2253,2450.jpg,1,test
2254,2451.jpg,1,train
2255,2452.jpg,1,test
2256,2453.jpg,1,val
2257,2454.jpg,1,train
2258,2455.jpg,1,train
2259,2456.jpg,1,train
2260,2457.jpg,1,test
2261,2458.jpg,1,train
2262,2459.jpg,1,train
2263,2460.jpg,1,test
2264,2461.jpg,1,train
2265,2462.jpg,1,train
2266,2463.jpg,1,train
2267,2464.jpg,1,train
2268,2465.jpg,1,test
2269,2466.jpg,1,train
2270,2467.jpg,1,train
2271,2468.jpg,1,train
2272,2469.jpg,1,test
2273,2470.jpg,1,test
2274,2471.jpg,1,train
2275,2472.jpg,1,train
2276,2473.jpg,1,train
2277,2474.jpg,1,train
2278,2475.jpg,1,train
2279,2476.jpg,1,test
2280,2477.jpg,1,val
2281,2478.jpg,1,test
2282,2479.jpg,1,train
2283,2480.jpg,1,val
2284,2481.jpg,1,train
2285,2482.jpg,1,train
2286,2483.jpg,1,val
2287,2484.jpg,1,train
2288,2485.jpg,1,val
2289,2486.jpg,1,test
2290,2487.jpg,1,test
2291,2488.jpg,1,train
2292,2489.jpg,1,train
2293,2490.jpg,1,train
2294,2491.jpg,1,test
2295,2492.jpg,1,train
2296,2493.jpg,1,train
2297,2494.jpg,1,train
2298,2495.jpg,1,test
2299,2496.jpg,1,test
2300,2497.jpg,1,train
2301,2498.jpg,1,train
2302,2499.jpg,1,train
2303,2500.jpg,1,train
2304,2501.jpg,1,train
2305,2502.jpg,1,train
2306,2503.jpg,1,test
2307,2504.jpg,1,train
2308,2505.jpg,1,test
2309,2506.jpg,1,test
2310,2507.jpg,1,train
2311,2508.jpg,1,test
2312,2509.jpg,1,train
2313,2510.jpg,1,train
2314,2511.jpg,1,val
2315,2512.jpg,1,train
2316,2513.jpg,1,test
2317,2514.jpg,1,train
2318,2515.jpg,1,train
2319,2516.jpg,1,test
2320,2517.jpg,1,train
2321,2518.jpg,1,val
2322,2519.jpg,1,train
2323,2520.jpg,1,train
2324,2521.jpg,1,test
2325,2522.jpg,1,train
2326,2523.jpg,1,train
2327,2524.jpg,1,test
2328,2525.jpg,1,train
2329,2526.jpg,1,test
2330,2527.jpg,1,train
2331,2528.jpg,1,train
2332,2529.jpg,1,train
2333,2530.jpg,1,train
2334,2531.jpg,1,train
2335,2532.jpg,1,train
2336,2533.jpg,1,train
2337,2534.jpg,1,test
2338,2535.jpg,1,test
2339,2536.jpg,1,train
2340,2537.jpg,1,val
2341,2538.jpg,1,test
2342,2539.jpg,1,train
2343,2540.jpg,1,val
2344,2541.jpg,1,train
2345,2542.jpg,1,test
2346,2543.jpg,1,train
2347,2544.jpg,1,train
2348,2545.jpg,1,train
2349,2546.jpg,1,train
2350,2547.jpg,1,train
2351,2548.jpg,1,train
2352,2549.jpg,1,train
2353,2550.jpg,1,train
2354,2551.jpg,1,train
2355,2552.jpg,1,val
2356,2553.jpg,1,train
2357,2554.jpg,1,test
2358,2555.jpg,1,val
2359,2556.jpg,1,train
2360,2557.jpg,1,train
2361,2558.jpg,1,train
2362,2559.jpg,1,test
2363,2560.jpg,1,test
2364,2561.jpg,1,train
2365,2562.jpg,1,train
2366,2563.jpg,1,train
2367,2564.jpg,1,train
2368,2565.jpg,1,test
2369,2566.jpg,1,train
2370,2567.jpg,1,val
2371,2568.jpg,1,train
2372,2569.jpg,1,train
2373,2570.jpg,1,train
2374,2571.jpg,1,train
2375,2572.jpg,1,train
2376,2573.jpg,1,test
2377,2574.jpg,1,train
2378,2575.jpg,1,train
2379,2576.jpg,1,train
2380,2577.jpg,1,test
2381,2578.jpg,1,train
2382,2579.jpg,1,train
2383,2580.jpg,1,train
2384,2581.jpg,1,train
2385,2582.jpg,1,train
2386,2583.jpg,1,train
2387,2584.jpg,1,train
2388,2585.jpg,1,train
2389,2586.jpg,1,val
2390,2587.jpg,1,val
2391,2588.jpg,1,train
2392,2589.jpg,1,train
2393,2590.jpg,1,val
2394,2591.jpg,1,train
2395,2592.jpg,1,train
2396,2593.jpg,1,train
2397,2594.jpg,1,train
2398,2595.jpg,1,val
2399,2596.jpg,1,train
2400,2597.jpg,1,val
2401,2598.jpg,1,train
2402,2599.jpg,1,train
2403,2600.jpg,1,train
2404,2601.jpg,1,train
2405,2602.jpg,1,train
2406,2603.jpg,1,train
2407,2604.jpg,1,train
2408,2605.jpg,1,train
2409,2606.jpg,1,train
2410,2607.jpg,1,train
2411,2608.jpg,1,test
2412,2609.jpg,1,train
2413,2610.jpg,1,val
2414,2611.jpg,1,train
2415,2612.jpg,1,test
2416,2613.jpg,1,train
2417,2614.jpg,1,test
2418,2615.jpg,1,test
2419,2616.jpg,1,train
2420,2617.jpg,1,train
2421,2618.jpg,1,val
2422,2619.jpg,1,train
2423,2620.jpg,1,test
2424,2621.jpg,1,train
2425,2622.jpg,1,train
2426,2623.jpg,1,train
2427,2624.jpg,1,test
2428,2625.jpg,1,train
2429,2626.jpg,1,train
2430,2627.jpg,1,train
2431,2628.jpg,1,test
2432,2629.jpg,1,train
2433,2630.jpg,1,train
2434,2631.jpg,1,val
2435,2632.jpg,1,train
2436,2633.jpg,1,train
2437,2635.jpg,1,train
2438,2636.jpg,1,train
2439,2637.jpg,1,train
2440,2638.jpg,1,train
2441,2639.jpg,1,test
2442,2640.jpg,1,test
2443,2641.jpg,1,train
2444,2642.jpg,1,train
2445,2643.jpg,1,train
2446,2644.jpg,1,test
2447,2645.jpg,1,test
2448,2646.jpg,1,test
2449,2647.jpg,1,test
2450,2648.jpg,1,train
2451,2649.jpg,1,train
2452,2650.jpg,1,train
2453,2651.jpg,1,test
2454,2652.jpg,1,train
2455,2653.jpg,1,train
2456,2654.jpg,1,train
2457,2655.jpg,1,val
2458,2656.jpg,1,train
2459,2657.jpg,1,train
2460,2658.jpg,1,train
2461,2659.jpg,1,train
2462,2660.jpg,1,test
2463,2661.jpg,1,train
2464,2662.jpg,1,train
2465,2663.jpg,1,val
2466,2664.jpg,1,train
2467,2665.jpg,1,test
2468,2666.jpg,1,test
2469,2667.jpg,1,test
2470,2668.jpg,1,train
2471,2669.jpg,1,train
2472,2670.jpg,1,train
2473,2671.jpg,1,train
2474,2672.jpg,1,train
2475,2673.jpg,1,train
2476,2674.jpg,1,test
2477,2675.jpg,1,train
2478,2676.jpg,1,test
2479,2677.jpg,1,train
2480,2678.jpg,1,train
2481,2679.jpg,1,train
2482,2680.jpg,1,train
2483,2681.jpg,1,train
2484,2682.jpg,1,train
2485,2683.jpg,1,train
2486,2684.jpg,1,train
2487,2685.jpg,1,train
2488,2686.jpg,1,test
2489,2687.jpg,1,test
2490,2688.jpg,1,train
2491,2689.jpg,1,train
2492,2690.jpg,1,train
2493,2691.jpg,1,train
2494,2692.jpg,1,train
2495,2693.jpg,1,train
2496,2694.jpg,1,train
2497,2695.jpg,1,train
2498,2696.jpg,1,test
2499,2697.jpg,1,train
2500,2698.jpg,1,test
2501,2699.jpg,1,test
2502,2700.jpg,1,train
2503,2701.jpg,1,train
2504,2702.jpg,1,train
2505,2703.jpg,1,train
2506,2704.jpg,1,train
2507,2705.jpg,1,train
2508,2706.jpg,1,train
2509,2707.jpg,1,train
2510,2708.jpg,1,train
2511,2709.jpg,1,val
2512,2710.jpg,1,train
2513,2711.jpg,1,train
2514,2712.jpg,1,val
2515,2713.jpg,1,train
2516,2714.jpg,1,val
2517,2715.jpg,1,test
2518,2716.jpg,1,train
2519,2717.jpg,1,val
2520,2718.jpg,1,train
2521,2719.jpg,1,train
2522,2720.jpg,1,train
2523,2721.jpg,1,train
2524,2722.jpg,1,val
2525,2723.jpg,1,train
2526,2724.jpg,1,train
2527,2725.jpg,1,train
2528,2726.jpg,1,train
2529,2727.jpg,1,train
2530,2728.jpg,1,train
2531,2729.jpg,1,val
2532,2730.jpg,1,train
2533,2731.jpg,1,train
2534,2732.jpg,1,test
2535,2733.jpg,1,train
2536,2734.jpg,1,train
2537,2735.jpg,1,test
2538,2736.jpg,1,test
2539,2737.jpg,1,train
2540,2738.jpg,1,train
2541,2739.jpg,1,train
2542,2740.jpg,1,train
2543,2741.jpg,1,train
2544,2742.jpg,1,train
2545,2743.jpg,1,train
2546,2744.jpg,1,test
2547,2745.jpg,1,val
2548,2746.jpg,1,train
2549,2747.jpg,1,train
2550,2748.jpg,1,test
2551,2749.jpg,1,train
2552,2750.jpg,1,train
2553,2751.jpg,1,test
2554,2752.jpg,1,val
2555,2753.jpg,1,train
2556,2754.jpg,1,train
2557,2755.jpg,1,train
2558,2756.jpg,1,train
2559,2757.jpg,1,train
2560,2760.jpg,1,train
2561,2761.jpg,1,train
2562,2762.jpg,1,val
2563,2763.jpg,1,train
2564,2764.jpg,1,train
2565,2765.jpg,1,test
2566,2766.jpg,1,train
2567,2767.jpg,1,test
2568,2768.jpg,1,train
2569,2769.jpg,1,train
2570,2770.jpg,1,val
2571,2771.jpg,1,train
2572,2772.jpg,1,train
2573,2773.jpg,1,train
2574,2774.jpg,1,train
2575,2775.jpg,1,train
2576,2776.jpg,1,test
2577,2777.jpg,1,test
2578,2778.jpg,1,train
2579,2779.jpg,1,train
2580,2780.jpg,1,test
2581,2781.jpg,1,train
2582,2782.jpg,1,train
2583,2783.jpg,1,train
2584,2784.jpg,1,train
2585,2785.jpg,1,train
2586,2786.jpg,1,train
2587,2787.jpg,1,train
2588,2788.jpg,1,train
2589,2789.jpg,1,train
2590,2790.jpg,0,test
2591,2791.jpg,0,train
2592,2792.jpg,0,train
2593,2793.jpg,0,train
2594,2794.jpg,0,test
2595,2795.jpg,0,train
2596,2796.jpg,0,train
2597,2797.jpg,0,val
2598,2798.jpg,0,val
2599,2799.jpg,0,train
2600,2800.jpg,0,train
2601,2801.jpg,0,val
2602,2802.jpg,0,train
2603,2803.jpg,0,train
2604,2804.jpg,0,train
2605,2805.jpg,0,train
2606,2806.jpg,0,train
2607,2807.jpg,0,train
2608,2808.jpg,0,val
2609,2809.jpg,0,train
2610,2810.jpg,0,train
2611,2811.jpg,0,train
2612,2812.jpg,0,train
2613,2813.jpg,0,train
2614,2814.jpg,0,train
2615,2815.jpg,0,train
2616,2816.jpg,0,train
2617,2817.jpg,0,train
2618,2818.jpg,0,train
2619,2819.jpg,0,test
2620,2820.jpg,0,train
2621,2821.jpg,0,train
2622,2822.jpg,0,train
2623,2823.jpg,0,train
2624,2824.jpg,0,train
2625,2825.jpg,0,val
2626,2826.jpg,0,train
2627,2827.jpg,0,train
2628,2828.jpg,0,test
2629,2829.jpg,0,train
2630,2830.jpg,0,train
2631,2831.jpg,0,val
2632,2832.jpg,0,train
2633,2833.jpg,0,train
2634,2834.jpg,0,train
2635,2835.jpg,0,train
2636,2836.jpg,0,train
2637,2837.jpg,0,train
2638,2838.jpg,0,train
2639,2839.jpg,0,train
2640,2840.jpg,0,train
2641,2841.jpg,0,train
2642,2842.jpg,0,val
2643,2843.jpg,0,train
2644,2844.jpg,0,train
2645,2845.jpg,0,train
2646,2846.jpg,0,train
2647,2847.jpg,0,train
2648,2848.jpg,0,train
2649,2849.jpg,0,train
2650,2850.jpg,0,train
2651,2851.jpg,0,train
2652,2852.jpg,0,train
2653,2853.jpg,0,train
2654,2854.jpg,0,train
2655,2855.jpg,0,train
2656,2856.jpg,0,test
2657,2857.jpg,0,test
2658,2858.jpg,0,train
2659,2859.jpg,0,train
2660,2860.jpg,0,test
2661,2861.jpg,0,val
2662,2862.jpg,0,train
2663,2863.jpg,0,train
2664,2864.jpg,0,val
2665,2865.jpg,0,test
2666,2866.jpg,0,train
2667,2867.jpg,0,train
2668,2868.jpg,0,train
2669,2869.jpg,0,test
2670,2870.jpg,0,train
2671,2871.jpg,0,train
2672,2872.jpg,0,val
2673,2873.jpg,0,train
2674,2874.jpg,0,train
2675,2875.jpg,0,train
2676,2876.jpg,0,test
2677,2877.jpg,0,train
2678,2878.jpg,0,train
2679,2879.jpg,0,train
2680,2880.jpg,0,train
2681,2881.jpg,0,val
2682,2882.jpg,0,test
2683,2883.jpg,0,train
2684,2884.jpg,0,train
2685,2885.jpg,0,train
2686,2886.jpg,0,train
2687,2887.jpg,0,train
2688,2888.jpg,0,train
2689,2889.jpg,0,train
2690,2890.jpg,0,train
2691,2891.jpg,0,train
2692,2892.jpg,0,test
2693,2893.jpg,0,train
2694,2894.jpg,0,train
2695,2895.jpg,0,train
2696,2896.jpg,0,train
2697,2897.jpg,0,val
2698,2898.jpg,0,train
2699,2899.jpg,0,val
2700,2900.jpg,0,train
2701,2901.jpg,0,train
2702,2902.jpg,0,test
2703,2903.jpg,0,train
2704,2904.jpg,0,train
2705,2905.jpg,0,train
2706,2906.jpg,0,train
2707,2907.jpg,0,train
2708,2908.jpg,0,train
2709,2909.jpg,0,val
2710,2910.jpg,0,test
2711,2911.jpg,0,train
2712,2912.jpg,0,train
2713,2913.jpg,0,test
2714,2914.jpg,0,test
2715,2915.jpg,0,train
2716,2916.jpg,0,test
2717,2917.jpg,0,test
2718,2918.jpg,0,train
2719,2919.jpg,0,train
2720,2920.jpg,0,train
2721,2921.jpg,0,test
2722,2922.jpg,0,train
2723,2923.jpg,0,train
2724,2924.jpg,0,train
2725,2925.jpg,0,train
2726,2926.jpg,0,train
2727,2927.jpg,0,test
2728,2928.jpg,0,test
2729,2929.jpg,0,train
2730,2930.jpg,0,train
2731,2931.jpg,0,train
2732,2932.jpg,0,train
2733,2933.jpg,0,val
2734,2934.jpg,0,train
2735,2935.jpg,0,val
2736,2936.jpg,0,val
2737,2937.jpg,0,train
2738,2938.jpg,0,train
2739,2939.jpg,0,test
2740,2940.jpg,0,test
2741,2941.jpg,0,train
2742,2943.jpg,0,train
2743,2944.jpg,0,train
2744,2945.jpg,0,train
2745,2946.jpg,0,train
2746,2947.jpg,0,train
2747,2948.jpg,0,train
2748,2949.jpg,0,train
2749,2950.jpg,0,train
2750,2951.jpg,0,train
2751,2952.jpg,0,train
2752,2953.jpg,0,test
2753,2954.jpg,0,test
2754,2955.jpg,0,train
2755,2956.jpg,0,val
2756,2957.jpg,0,train
2757,2958.jpg,0,train
2758,2959.jpg,0,train
2759,2960.jpg,0,train
2760,2961.jpg,0,train
2761,2962.jpg,0,train
2762,2963.jpg,0,train
2763,2964.jpg,0,train
2764,2965.jpg,0,val
2765,2966.jpg,0,test
2766,2967.jpg,0,train
2767,2968.jpg,0,train
2768,2969.jpg,0,test
2769,2970.jpg,0,train
2770,2971.jpg,0,train
2771,2972.jpg,0,train
2772,2973.jpg,0,test
2773,2974.jpg,0,train
2774,2975.jpg,0,test
2775,2976.jpg,0,train
2776,2977.jpg,0,train
2777,2978.jpg,0,train
2778,2979.jpg,0,train
2779,2980.jpg,0,train
2780,2981.jpg,0,test
2781,2982.jpg,0,train
2782,2983.jpg,0,train
2783,2984.jpg,0,train
2784,2985.jpg,0,train
2785,2986.jpg,0,train
2786,2987.jpg,0,train
2787,2988.jpg,0,train
2788,2989.jpg,0,test
2789,2990.jpg,0,train
2790,2991.jpg,0,train
2791,2992.jpg,0,test
2792,2993.jpg,0,train
2793,2994.jpg,0,test
2794,2995.jpg,0,val
2795,2996.jpg,0,train
2796,2997.jpg,0,train
2797,2998.jpg,0,train
2798,2999.jpg,0,train
2799,3000.jpg,0,train
2800,3001.jpg,0,val
2801,3002.jpg,0,train
2802,3003.jpg,0,val
2803,3004.jpg,0,train
2804,3005.jpg,0,train
2805,3006.jpg,0,val
2806,3007.jpg,0,train
2807,3008.jpg,0,train
2808,3009.jpg,0,train
2809,3010.jpg,0,train
2810,3011.jpg,0,test
2811,3012.jpg,0,test
2812,3013.jpg,0,train
2813,3014.jpg,0,train
2814,3015.jpg,0,val
2815,3016.jpg,0,train
2816,3017.jpg,0,train
2817,3018.jpg,0,train
2818,3019.jpg,0,test
2819,3020.jpg,0,train
2820,3021.jpg,0,test
2821,3022.jpg,0,test
2822,3023.jpg,0,train
2823,3024.jpg,0,train
2824,3025.jpg,0,train
2825,3026.jpg,0,train
2826,3027.jpg,0,val
2827,3028.jpg,0,train
2828,3029.jpg,0,train
2829,3030.jpg,0,test
2830,3031.jpg,0,train
2831,3032.jpg,0,train
2832,3033.jpg,0,train
2833,3034.jpg,0,train
2834,3035.jpg,0,train
2835,3036.jpg,0,val
2836,3037.jpg,0,train
2837,3038.jpg,0,test
2838,3039.jpg,0,train
2839,3040.jpg,0,train
2840,3041.jpg,0,train
2841,3042.jpg,0,train
2842,3043.jpg,0,train
2843,3044.jpg,0,train
2844,3045.jpg,0,test
2845,3046.jpg,0,train
2846,3047.jpg,0,train
2847,3048.jpg,0,test
2848,3049.jpg,0,train
2849,3050.jpg,0,train
2850,3051.jpg,0,train
2851,3052.jpg,0,train
2852,3053.jpg,0,train
2853,3054.jpg,0,val
2854,3055.jpg,0,train
2855,3056.jpg,0,train
2856,3057.jpg,0,train
2857,3058.jpg,0,train
2858,3059.jpg,0,test
2859,3060.jpg,0,val
2860,3061.jpg,0,test
2861,3062.jpg,0,train
2862,3063.jpg,0,train
2863,3064.jpg,0,train
2864,3065.jpg,0,test
2865,3066.jpg,0,train
2866,3067.jpg,0,train
2867,3068.jpg,0,train
2868,3069.jpg,0,train
2869,3070.jpg,0,val
2870,3071.jpg,0,train
2871,3072.jpg,0,train
2872,3073.jpg,0,train
2873,3074.jpg,0,train
2874,3075.jpg,0,val
2875,3076.jpg,0,train
2876,3077.jpg,0,train
2877,3078.jpg,0,train
2878,3079.jpg,0,train
2879,3080.jpg,0,test
2880,3081.jpg,0,train
2881,3082.jpg,0,train
2882,3083.jpg,0,train
2883,3084.jpg,0,test
2884,3085.jpg,0,train
2885,3086.jpg,0,train
2886,3087.jpg,0,train
2887,3088.jpg,0,test
2888,3089.jpg,0,test
2889,3090.jpg,0,train
2890,3091.jpg,0,train
2891,3092.jpg,0,val
2892,3093.jpg,0,val
2893,3094.jpg,0,train
2894,3095.jpg,0,val
2895,3096.jpg,0,train
2896,3097.jpg,0,test
2897,3098.jpg,0,test
2898,3099.jpg,0,train
2899,3100.jpg,0,train
2900,3101.jpg,0,train
2901,3102.jpg,0,train
2902,3103.jpg,0,train
2903,3104.jpg,0,train
2904,3105.jpg,0,train
2905,3106.jpg,0,val
2906,3107.jpg,0,test
2907,3108.jpg,0,val
2908,3109.jpg,0,val
2909,3110.jpg,0,train
2910,3111.jpg,0,train
2911,3112.jpg,0,train
2912,3113.jpg,0,train
2913,3114.jpg,0,train
2914,3115.jpg,0,train
2915,3116.jpg,0,train
2916,3117.jpg,0,train
2917,3118.jpg,0,train
2918,3119.jpg,0,train
2919,3120.jpg,0,train
2920,3121.jpg,0,train
2921,3122.jpg,0,train
2922,3123.jpg,0,train
2923,3124.jpg,0,train
2924,3125.jpg,0,train
2925,3126.jpg,0,train
2926,3127.jpg,0,test
2927,3128.jpg,0,test
2928,3129.jpg,0,train
2929,3130.jpg,0,train
2930,3131.jpg,0,test
2931,3132.jpg,0,train
2932,3133.jpg,0,val
2933,3134.jpg,0,train
2934,3135.jpg,0,val
2935,3136.jpg,0,train
2936,3137.jpg,0,train
2937,3138.jpg,0,train
2938,3139.jpg,0,test
2939,3140.jpg,0,train
2940,3141.jpg,0,test
2941,3142.jpg,0,train
2942,3143.jpg,0,train
2943,3144.jpg,0,train
2944,3145.jpg,0,test
2945,3146.jpg,0,train
2946,3147.jpg,0,train
2947,3148.jpg,0,train
2948,3149.jpg,0,test
2949,3150.jpg,0,test
2950,3151.jpg,0,train
2951,3152.jpg,0,train
2952,3153.jpg,0,train
2953,3154.jpg,0,test
2954,3155.jpg,0,train
2955,3156.jpg,0,test
2956,3157.jpg,0,train
2957,3158.jpg,0,train
2958,3159.jpg,0,train
2959,3160.jpg,0,train
2960,3161.jpg,0,train
2961,3162.jpg,0,train
2962,3163.jpg,0,train
2963,3164.jpg,0,train
2964,3165.jpg,0,train
2965,3166.jpg,0,test
2966,3167.jpg,0,val
2967,3168.jpg,0,train
2968,3169.jpg,0,val
2969,3170.jpg,0,val
2970,3171.jpg,0,val
2971,3172.jpg,0,val
2972,3173.jpg,0,test
2973,3174.jpg,0,train
2974,3175.jpg,0,train
2975,3176.jpg,0,train
2976,3177.jpg,0,test
2977,3178.jpg,0,train
2978,3179.jpg,0,train
2979,3180.jpg,0,train
2980,3181.jpg,0,train
2981,3182.jpg,0,test
2982,3183.jpg,0,test
2983,3184.jpg,0,train
2984,3185.jpg,0,train
2985,3186.jpg,0,test
2986,3187.jpg,0,train
2987,3188.jpg,0,val
2988,3189.jpg,0,train
2989,3190.jpg,0,val
2990,3191.jpg,0,train
2991,3192.jpg,0,train
2992,3193.jpg,0,test
2993,3194.jpg,0,train
2994,3195.jpg,0,train
2995,3196.jpg,0,test
2996,3197.jpg,0,test
2997,3198.jpg,0,test
2998,3199.jpg,0,train
2999,3200.jpg,0,train
3000,3201.jpg,0,train
3001,3202.jpg,0,test
3002,3203.jpg,0,test
3003,3204.jpg,0,test
3004,3205.jpg,0,train
3005,3206.jpg,0,train
3006,3207.jpg,0,val
3007,3208.jpg,0,train
3008,3209.jpg,0,train
3009,3210.jpg,0,train
3010,3211.jpg,0,train
3011,3212.jpg,0,test
3012,3213.jpg,0,test
3013,3214.jpg,0,train
3014,3215.jpg,0,train
3015,3216.jpg,0,val
3016,3217.jpg,0,train
3017,3218.jpg,0,train
3018,3219.jpg,0,test
3019,3220.jpg,0,train
3020,3221.jpg,0,test
3021,3222.jpg,0,val
3022,3223.jpg,0,train
3023,3224.jpg,0,test
3024,3225.jpg,0,test
3025,3226.jpg,0,train
3026,3227.jpg,0,train
3027,3228.jpg,0,train
3028,3229.jpg,0,train
3029,3230.jpg,0,train
3030,3231.jpg,0,train
3031,3232.jpg,0,train
3032,3233.jpg,0,test
3033,3234.jpg,0,val
3034,3235.jpg,0,test
3035,3236.jpg,0,train
3036,3237.jpg,0,val
3037,3238.jpg,0,train
3038,3239.jpg,0,train
3039,3240.jpg,0,train
3040,3241.jpg,0,train
3041,3242.jpg,0,train
3042,3243.jpg,0,train
3043,3244.jpg,0,train
3044,3245.jpg,0,train
3045,3246.jpg,0,train
3046,3247.jpg,0,val
3047,3248.jpg,0,train
3048,3249.jpg,0,train
3049,3250.jpg,0,train
3050,3251.jpg,0,train
3051,3252.jpg,0,test
3052,3253.jpg,0,train
3053,3254.jpg,0,test
3054,3255.jpg,0,train
3055,3256.jpg,0,train
3056,3257.jpg,0,test
3057,3258.jpg,0,test
3058,3259.jpg,0,train
3059,3260.jpg,0,train
3060,3261.jpg,0,test
3061,3262.jpg,0,train
3062,3263.jpg,0,train
3063,3264.jpg,0,train
3064,3265.jpg,0,train
3065,3266.jpg,0,train
3066,3267.jpg,0,train
3067,3268.jpg,0,train
3068,3269.jpg,0,train
3069,3270.jpg,0,test
3070,3271.jpg,0,train
3071,3272.jpg,0,train
3072,3273.jpg,0,train
3073,3274.jpg,0,train
3074,3275.jpg,0,train
3075,3276.jpg,0,train
3076,3277.jpg,0,test
3077,3278.jpg,0,train
3078,3279.jpg,0,train
3079,3280.jpg,0,train
3080,3281.jpg,0,train
3081,3282.jpg,0,train
3082,3283.jpg,0,train
3083,3284.jpg,0,train
3084,3285.jpg,0,train
3085,3286.jpg,0,test
3086,3287.jpg,0,train
3087,3288.jpg,0,train
3088,3289.jpg,0,test
3089,3290.jpg,0,train
3090,3291.jpg,0,train
3091,3292.jpg,0,val
3092,3293.jpg,0,train
3093,3294.jpg,0,train
3094,3295.jpg,0,train
3095,3296.jpg,0,train
3096,3297.jpg,0,train
3097,3298.jpg,0,test
3098,3299.jpg,0,test
3099,3300.jpg,0,train
3100,3301.jpg,0,test
3101,3302.jpg,0,train
3102,3303.jpg,0,train
3103,3304.jpg,0,test
3104,3305.jpg,0,train
3105,3306.jpg,0,train
3106,3307.jpg,0,train
3107,3308.jpg,0,val
3108,3309.jpg,0,train
3109,3310.jpg,0,val
3110,3311.jpg,0,val
3111,3312.jpg,0,train
3112,3313.jpg,0,val
3113,3314.jpg,0,val
3114,3315.jpg,0,train
3115,3316.jpg,0,train
3116,3317.jpg,0,test
3117,3318.jpg,0,train
3118,3319.jpg,0,test
3119,3320.jpg,0,train
3120,3321.jpg,0,train
3121,3322.jpg,0,train
3122,3323.jpg,0,val
3123,3324.jpg,0,test
3124,3325.jpg,0,train
